Process,"Insp. Date",PN,LN,Item,Avg,Max,Min,Range,Std.,CPK,Emp#,MC#,Material,M.LN,LSL,CSL,USL,XCL,XUCL,XLCL,RUCL
"Glass Printing",04/01/2024,500917,23Z025-2,"Glass Thickness 1",.051,.054,.047,.007,.002,2.06,S3047,"CC 9",LS-1320,2302171,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",04/01/2024,500917,23Z025-1,"Glass Thickness 1",.051,.054,.048,.006,.002,2.00,S3047,"CC 9",LS-1320,2302171,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",04/01/2024,500917,23Z025-1,"Glass Thickness 2",.108,.115,.103,.012,.004,1.58,S3047,"CC 9",LS-1320,2302171,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",04/01/2024,501243,23Z176-1,"Glass Thickness 2",.090,.093,.086,.007,.002,2.35,S3309,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501243,23Z176-1,"Pull Back",.012,.018,.008,.010,.005,.86,S3309,"A 1",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",04/01/2024,501243,23Z176-1,"Glass Thickness 1",.046,.049,.044,.005,.001,2.99,S3309,"A 1",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z169-1,"Pull Back",.005,.010,.000,.010,.004,.47,S3311,"CC 5",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",04/01/2024,501243,23Z169-1,"Glass Thickness 2",.089,.091,.086,.005,.002,3.21,S3311,"CC 5",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501243,23Z169-1,"Glass Thickness 1",.048,.053,.045,.008,.002,1.52,S3311,"CC 5",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z174-2,"Glass Thickness 1",.047,.049,.042,.007,.002,1.84,S0597,"A 2",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z174-2,"Glass Thickness 2",.087,.090,.083,.007,.002,2.64,S0597,"A 2",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501243,23Z174-2,"Pull Back",.018,.022,.010,.012,.005,1.28,S0597,"A 2",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",04/01/2024,501243,23Z173-2,"Glass Thickness 1",.048,.052,.045,.007,.002,1.55,S3311,"CC 5",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z173-2,"Pull Back",.005,.010,.000,.010,.004,.47,S3311,"CC 5",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",04/01/2024,501243,23Z173-2,"Glass Thickness 2",.088,.092,.083,.010,.003,1.92,S3311,"CC 5",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501243,23Z175-0,"Glass Thickness 2",.089,.092,.086,.006,.002,2.74,S3309,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501243,23Z175-0,"Glass Thickness 1",.046,.047,.044,.003,.001,4.86,S3309,"A 1",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z175-0,"Pull Back",.014,.020,.005,.015,.005,.86,S3309,"A 1",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",04/01/2024,501243,23Z171-0,"Glass Thickness 1",.046,.048,.044,.004,.001,3.06,S3309,"A 1",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z171-0,"Pull Back",.014,.020,.005,.015,.006,.81,S3309,"A 1",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",04/01/2024,501243,23Z171-0,"Glass Thickness 2",.088,.091,.083,.008,.002,2.59,S3309,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501075,23Z056-2,"Glass Thickness 1",.045,.047,.041,.007,.002,2.19,S2884,"CC 13",LS-1320/MK,2309221,.032,.045,.059,.045,.050,.040,.014
"Glass Printing",04/01/2024,501075,23Z056-2,"Glass Thickness 2",.068,.074,.063,.011,.004,1.19,S2884,"CC 13",LS-1320/MK,2309221,.055,.075,.095,.073,.085,.061,.031
"Glass Printing",04/01/2024,500917,23Z024-2,"Glass Thickness 2",.110,.116,.105,.011,.003,1.95,S3047,"CC 9",LS-1320,2302171,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",04/01/2024,500917,23Z024-2,"Glass Thickness 1",.051,.056,.045,.011,.003,1.54,S3047,"CC 9",LS-1320,2302171,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",04/01/2024,501243,23Z174-1,"Glass Thickness 1",.046,.051,.039,.012,.004,1.07,S0597,"A 2",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",04/01/2024,501243,23Z174-1,"Glass Thickness 2",.087,.091,.084,.007,.002,2.50,S0597,"A 2",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",04/01/2024,501243,23Z174-1,"Pull Back",.016,.021,.010,.011,.004,1.31,S0597,"A 2",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Resin Printing",04/01/2024,1R0006-50,23Z012-1,"Resin Thickness 1 (Long)",.047,.049,.046,.003,.001,4.44,S3310,"RE 3","TECHSEAL 8200-FC",310022,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",04/01/2024,1R0006-50,23Z012-1,"Resin Thickness 1 (Short)",.044,.046,.042,.004,.001,2.98,S3310,"RE 3","TECHSEAL 8200-FC",310022,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",04/01/2024,1R0006-50,23Z012-1,"Resin Thickness 2 (Short)",.080,.083,.078,.006,.002,.73,S3310,"RE 3","TECHSEAL 8200-FC",310022,.075,.085,.095,.080,.085,.075,.040
"Resin Printing",04/01/2024,1R0006-50,23Z012-1,"Resin Thickness 2 (Long)",.089,.091,.087,.005,.002,3.94,S3310,"RE 3","TECHSEAL 8200-FC",310022,.061,.087,.113,.087,.092,.082,.026
"Resin Printing",04/01/2024,1R0006-50,23Z012-1,"Resin Thickness 3 (Long)",.129,.130,.128,.002,.001,6.73,S3310,"RE 3","TECHSEAL 8200-FC",310022,.115,.135,.155,.130,.135,.125,.040
"Resin Printing",04/01/2024,1R0006-50,23Z012-1,"Resin Thickness 4 (Partial)",.139,.140,.139,.002,.001,5.37,S3310,"RE 3","TECHSEAL 8200-FC",310022,.130,.150,.170,.143,.148,.138,.040
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 4 (Long)",.198,.203,.196,.007,.003,6.26,S2122,"RE 5",X-43-8200-W10,311131,.133,.190,.247,.190,.200,.180,.057
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 5 (Long)",.229,.230,.228,.003,.001,6.89,S2122,"RE 5",X-43-8200-W10,311131,.210,.230,.250,.235,.230,.225,.040
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 1 (Long)",.066,.068,.063,.005,.002,4.29,S2122,"RE 5",X-43-8200-W10,311131,.046,.065,.085,.065,.070,.060,.020
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 1 (Short)",.086,.090,.083,.007,.002,3.60,S2122,"RE 5",X-43-8200-W10,311131,.060,.085,.111,.085,.095,.075,.026
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 2 (Long)",.107,.110,.104,.006,.002,5.28,S2122,"RE 5",X-43-8200-W10,311131,.074,.105,.137,.105,.110,.100,.032
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 2 (Short)",.153,.159,.149,.010,.004,4.12,S2122,"RE 5",X-43-8200-W10,311131,.109,.155,.202,.155,.165,.145,.047
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 3 (Long)",.149,.152,.147,.005,.002,9.23,S2122,"RE 5",X-43-8200-W10,311131,.105,.150,.195,.150,.155,.145,.045
"Resin Printing",03/01/2024,1R0051-50,23Y004-3,"Resin Thickness 3 (Short)",.229,.231,.228,.003,.001,5.78,S2122,"RE 5",X-43-8200-W10,311131,.210,.230,.250,.235,.230,.225,.040
"Glass Printing",29/12/2023,501243,23Z160-0,"Glass Thickness 1",.043,.050,.038,.013,.003,1.15,S3350,"A 1",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",29/12/2023,501243,23Z160-0,"Glass Thickness 2",.089,.093,.083,.011,.004,1.44,S3350,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",29/12/2023,501243,23Z160-0,"Pull Back",.002,.008,.000,.008,.003,.19,S3350,"A 1",LS-1320/MK,2309221,.000,.030,.050,.030,.050,.000,.020
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 4 (Long)",.194,.196,.192,.005,.002,11.28,S2122,"RE 5",X-43-8200-W10,311131,.133,.190,.247,.190,.200,.180,.057
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 5 (Long)",.229,.230,.228,.002,.001,11.26,S2122,"RE 5",X-43-8200-W10,311131,.210,.230,.250,.235,.230,.225,.040
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 1 (Long)",.066,.070,.064,.006,.002,2.81,S2122,"RE 5",X-43-8200-W10,311131,.046,.065,.085,.065,.070,.060,.020
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 1 (Short)",.085,.087,.084,.003,.001,7.84,S2122,"RE 5",X-43-8200-W10,311131,.060,.085,.111,.085,.095,.075,.026
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 2 (Long)",.105,.107,.104,.003,.001,10.13,S2122,"RE 5",X-43-8200-W10,311131,.074,.105,.137,.105,.110,.100,.032
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 2 (Short)",.155,.157,.152,.005,.002,8.21,S2122,"RE 5",X-43-8200-W10,311131,.109,.155,.202,.155,.165,.145,.047
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 3 (Long)",.150,.152,.149,.003,.001,14.47,S2122,"RE 5",X-43-8200-W10,311131,.105,.150,.195,.150,.155,.145,.045
"Resin Printing",29/12/2023,1R0051-50,23Y003-3,"Resin Thickness 3 (Short)",.228,.230,.227,.004,.001,4.79,S2122,"RE 5",X-43-8200-W10,311131,.210,.230,.250,.235,.230,.225,.040
"Glass Printing",29/12/2023,501075,23Z055-2,"Glass Thickness 1",.042,.046,.038,.009,.002,1.35,S2920,"CC 13",LS-1320/MK,2309221,.032,.045,.059,.045,.050,.040,.014
"Glass Printing",29/12/2023,501075,23Z055-2,"Glass Thickness 2",.074,.080,.069,.011,.003,1.83,S2920,"CC 13",LS-1320/MK,2309221,.055,.075,.095,.073,.085,.061,.031
"Glass Printing",29/12/2023,500917,23Z017-1,"Glass Thickness 2",.105,.111,.098,.013,.004,1.21,S2861,"CC 9",LS-1320,2302171,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",29/12/2023,500917,23Z017-1,"Glass Thickness 1",.050,.054,.047,.007,.002,2.53,S2861,"CC 9",LS-1320,2302171,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",29/12/2023,501075,23Z055-1,"Glass Thickness 1",.041,.045,.039,.007,.002,1.36,S2920,"CC 13",LS-1320/MK,2309221,.032,.045,.059,.045,.050,.040,.014
"Glass Printing",29/12/2023,501075,23Z055-1,"Glass Thickness 2",.070,.074,.067,.007,.003,1.71,S2920,"CC 13",LS-1320/MK,2309221,.055,.075,.095,.073,.085,.061,.031
"Glass Printing",29/12/2023,501243,23Z152-0,"Glass Thickness 1",.046,.048,.044,.004,.001,3.97,S3309,"CC 10",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",29/12/2023,501243,23Z152-0,"Glass Thickness 2",.087,.091,.083,.008,.002,2.34,S3309,"CC 10",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501205,23Z007-2,"Glass Thickness 1",.046,.048,.045,.003,.001,4.28,S3309,"CC 10",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501205,23Z007-2,"Glass Thickness 2",.088,.093,.085,.008,.003,2.14,S3309,"CC 10",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z150-2,"Glass Thickness 1",.047,.050,.044,.006,.002,2.21,S0597,"A 2",LS-1320/MK,2309551,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501243,23Z150-2,"Glass Thickness 2",.087,.091,.085,.006,.002,2.75,S0597,"A 2",LS-1320/MK,2309551,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,500917,23Z014-2,"Glass Thickness 2",.110,.124,.100,.024,.007,.93,S1635,"CC 9",LS-1320,2302171,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",28/12/2023,500917,23Z014-2,"Glass Thickness 1",.049,.052,.046,.006,.002,2.65,S1635,"CC 9",LS-1320,2302171,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",28/12/2023,501243,23Z150-1,"Glass Thickness 1",.044,.045,.042,.003,.001,4.55,S3046,"CC 5",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501243,23Z149-1,"Glass Thickness 2",.085,.093,.081,.012,.003,1.41,S2897,"CC 10",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z149-1,"Glass Thickness 1",.046,.050,.036,.014,.004,1.20,S2897,"CC 10",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501075,23Z054-2,"Glass Thickness 2",.070,.079,.065,.014,.004,1.21,S2920,"CC 13",LS-1320/MK,2309221,.055,.075,.095,.073,.085,.061,.031
"Glass Printing",28/12/2023,501075,23Z054-2,"Glass Thickness 1",.042,.049,.039,.010,.003,1.08,S2920,"CC 13",LS-1320/MK,2309221,.032,.045,.059,.045,.050,.040,.014
"Glass Printing",28/12/2023,501075,23Z054-1,"Glass Thickness 2",.072,.078,.068,.010,.003,1.86,S2920,"CC 13",LS-1320/MK,2309221,.055,.075,.095,.073,.085,.061,.031
"Glass Printing",28/12/2023,501075,23Z054-1,"Glass Thickness 1",.042,.045,.038,.007,.002,1.48,S2920,"CC 13",LS-1320/MK,2309221,.032,.045,.059,.045,.050,.040,.014
"Glass Printing",28/12/2023,501243,23Z147-2,"Glass Thickness 1",.044,.048,.040,.008,.003,1.34,S3350,"A 1",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501243,23z146-2,"Glass Thickness 1",.046,.050,.043,.007,.002,2.13,S3064,"A 2",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501243,23z146-2,"Glass Thickness 2",.085,.089,.081,.008,.003,1.73,S3064,"A 2",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z138-1,"Glass Thickness 2",.087,.091,.085,.006,.002,2.56,S0165,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z138-1,"Glass Thickness 1",.046,.049,.044,.005,.002,2.59,S0165,"A 1",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501243,23Z138-1,"Glass Thickness 2",.088,.092,.081,.011,.003,1.85,S0165,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z138-1,"Glass Thickness 2",.087,.091,.085,.006,.002,2.56,S0165,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z138-1,"Glass Thickness 2",.088,.092,.081,.011,.003,1.85,S0165,"A 1",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",28/12/2023,501243,23Z140-2,"Glass Thickness 1",.046,.047,.044,.003,.001,3.95,S0597,"A 2",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",28/12/2023,501243,23Z140-2,"Glass Thickness 2",.087,.093,.084,.009,.002,2.20,S0597,"A 2",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",27/12/2023,500917,23Z008-2,"Glass Thickness 1",.048,.052,.045,.007,.002,2.10,S3311,"CC 9",LS-1320,2302171,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",27/12/2023,501243,23Z140-1,"Glass Thickness 1",.046,.048,.044,.004,.001,4.15,S3309,"CC 10",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",27/12/2023,501243,23Z140-1,"Glass Thickness 2",.087,.090,.084,.006,.002,2.73,S3309,"CC 10",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",27/12/2023,501243,23Z139-0,"Glass Thickness 1",.046,.048,.045,.004,.001,3.85,S3309,"CC 10",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",27/12/2023,501243,23Z139-0,"Glass Thickness 2",.088,.091,.085,.006,.002,2.73,S3309,"CC 10",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Glass Printing",27/12/2023,501243,23z138-2,"Glass Thickness 1",.043,.047,.040,.008,.002,1.53,S0597,"A 2",LS-1320/MK,2309221,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",27/12/2023,501243,23z138-2,"Glass Thickness 2",.085,.091,.082,.010,.003,1.45,S0597,"A 2",LS-1320/MK,2309221,.071,.088,.105,.088,.101,.075,.041
"Resin Printing",26/12/2023,1R0006-50,23Y004-11,"Resin Thickness 1 (Long)",.041,.045,.037,.008,.003,.92,S2122,"RE 3","TECHSEAL 8200-FC",310022,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",26/12/2023,1R0006-50,23Y004-11,"Resin Thickness 1 (Short)",.042,.045,.040,.005,.002,1.70,S2122,"RE 3","TECHSEAL 8200-FC",310022,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",21/12/2023,1R0006-50,23Z006-1,"Resin Thickness 1 (Long)",.053,.061,.048,.013,.005,.58,S0041,"RE 3","TECHSEAL 8200-FC",310022,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",21/12/2023,1R0006-50,23Z006-1,"Resin Thickness 1 (Short)",.051,.057,.049,.008,.003,.82,S0041,"RE 3","TECHSEAL 8200-FC",310022,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",21/12/2023,1R0006-50,23Z006-1,"Resin Thickness 2 (Short)",.087,.090,.083,.007,.003,.92,S0041,"RE 3","TECHSEAL 8200-FC",310022,.075,.085,.095,.080,.085,.075,.040
"Resin Printing",21/12/2023,1R0006-50,23Z006-1,"Resin Thickness 2 (Long)",.084,.085,.080,.005,.002,3.83,S0041,"RE 3","TECHSEAL 8200-FC",310022,.061,.087,.113,.087,.092,.082,.026
"Resin Printing",21/12/2023,1R0006-50,23Z006-1,"Resin Thickness 3 (Long)",.115,.115,.115,.000,.000,.33,S0041,"RE 3","TECHSEAL 8200-FC",310022,.115,.135,.155,.130,.135,.125,.040
"Resin Printing",21/12/2023,1R0006-50,23K003-0,"Resin Thickness 1 (Long)",.046,.049,.044,.005,.002,2.54,S3126,"RE 1","TECHSEAL 8200-FC",123456,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",21/12/2023,1R0006-50,23K003-0,"Resin Thickness 1 (Short)",.043,.047,.037,.010,.004,.96,S3126,"RE 1","TECHSEAL 8200-FC",123456,.032,.045,.059,.047,.050,.040,.014
"Glass Printing",21/12/2023,501243,23z897-0,"Glass Thickness 1",.047,.052,.043,.009,.003,1.22,s2222,"A 1",LS-1320,sdfa,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",21/12/2023,501243,23z897-0,"Pull Back",.028,.035,.025,.010,.004,1.78,s2222,"A 1",LS-1320,sdfa,.000,.030,.050,.030,.050,.000,.020
"Glass Printing",21/12/2023,501243,23z897-0,"Glass Thickness 2",.080,.085,.073,.012,.004,.77,s2222,"A 1",LS-1320,sdfa,.071,.088,.105,.088,.101,.075,.041
"Resin Printing",21/12/2023,1R0006-50,23K002-0,"Resin Thickness 1 (Long)",.046,.055,.039,.016,.006,.75,S3126,"RE 1","TECHSEAL 8200-FC",1234,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",21/12/2023,1R0006-50,23K002-0,"Resin Thickness 1 (Short)",.045,.049,.039,.010,.003,1.26,S3126,"RE 1","TECHSEAL 8200-FC",1234,.032,.045,.059,.047,.050,.040,.014
"Glass Printing",21/12/2023,501243,23X897-0,"Glass Thickness 1",.043,.049,.037,.012,.003,1.08,S2222,"A 1",LS-1320,6661,.032,.046,.059,.046,.048,.043,.014
"Resin Printing",20/12/2023,1R0006-50,23Z012-5,"Resin Thickness 1 (Long)",.048,.050,.047,.003,.001,4.56,S1234,"RE 1","TECHSEAL 8200-FC",123645,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",20/12/2023,1R0006-50,23Z012-5,"Resin Thickness 1 (Short)",.044,.045,.040,.005,.002,2.00,S1234,"RE 1","TECHSEAL 8200-FC",123645,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",20/12/2023,1R0006-50,23K001-0,"Resin Thickness 1 (Long)",.049,.052,.048,.004,.001,2.70,S3126,"RE 1","TECHSEAL 8200-FC",123456,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",15/12/2023,1R0006-50,23Z0122-1,"Resin Thickness 1 (Long)",.050,.054,.047,.007,.003,1.32,S0041,"RE 3","TECHSEAL 8200-FC",310022,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",15/12/2023,1R0006-50,23Z0122-1,"Resin Thickness 1 (Short)",.047,.052,.043,.009,.003,1.33,S0041,"RE 3","TECHSEAL 8200-FC",310022,.032,.045,.059,.047,.050,.040,.014
"Resin Printing",15/12/2023,1R0006-50,23Z0122-1,"Resin Thickness 2 (Short)",.087,.091,.084,.007,.003,1.11,S0041,"RE 3","TECHSEAL 8200-FC",310022,.075,.085,.095,.080,.085,.075,.040
"Resin Printing",15/12/2023,1R0006-50,23Z0122-1,"Resin Thickness 2 (Long)",.091,.102,.085,.017,.006,1.25,S0041,"RE 3","TECHSEAL 8200-FC",310022,.061,.087,.113,.087,.092,.082,.026
"Resin Printing",15/12/2023,1R0006-50,23Z0122-1,"Resin Thickness 3 (Long)",.128,.131,.127,.005,.002,2.64,S0041,"RE 3","TECHSEAL 8200-FC",310022,.115,.135,.155,.130,.135,.125,.040
"Resin Printing",15/12/2023,1R0006-50,23Z0122-1,"Resin Thickness 4 (Partial)",.159,.165,.152,.013,.005,.74,S0041,"RE 3","TECHSEAL 8200-FC",310022,.130,.150,.170,.143,.148,.138,.040
"Resin Printing",15/12/2023,1R0006-50,23Z011-0,"Resin Thickness 1 (Long)",.048,.051,.042,.009,.004,1.25,S0001,"RE 3","TECHSEAL 8200-FC",33335,.033,.047,.061,.047,.052,.042,.014
"Resin Printing",15/12/2023,1R0006-50,23Z011-0,"Resin Thickness 1 (Short)",.051,.056,.047,.009,.003,.97,S0001,"RE 3","TECHSEAL 8200-FC",33335,.032,.045,.059,.047,.050,.040,.014
"Glass Printing",14/12/2023,500566,23z555-0,"Glass Thickness 1",.046,.053,.042,.011,.003,1.15,s1234,"CC 9",LS-1320,1234,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",14/12/2023,500566,23z555-0,"Glass Thickness 2",.100,.108,.094,.014,.005,.64,s1234,"CC 9",LS-1320,1234,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/12/2023,500566,23Y017-2,"Glass Thickness 1",.042,.043,.042,.001,.000,7.54,S1635,"CC 9",LS-1320,1248,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",14/12/2023,500566,23Y017-2,"Glass Thickness 2",.102,.103,.100,.003,.001,3.79,S1635,"CC 9",LS-1320,1248,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/12/2023,500566,1257,"Glass Thickness 1",.050,.051,.048,.003,.001,5.42,s1353,"CC 9",LS-1320,235,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",14/12/2023,500566,1257,"Glass Thickness 2",.099,.107,.094,.013,.003,.87,s1353,"CC 9",LS-1320,235,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/12/2023,500566,23y125,"Glass Thickness 1",.048,.052,.042,.011,.003,1.33,s1535,"A 1",LS-1320,d125,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",14/12/2023,500566,23Z143-0,"Glass Thickness 2",.101,.106,.094,.012,.004,1.01,S1234,"CC 8",LS-1320,1234,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/12/2023,500566,23Z143-0,"Glass Thickness 1",.041,.049,.035,.014,.004,.50,S1234,"CC 8",LS-1320,1234,.035,.050,.065,.050,.055,.045,.015
"Glass Printing",14/12/2023,500566,23z123-0,"Glass Thickness 2",.104,.108,.100,.008,.003,1.39,s1234,"CC 9",LS-1320,1234,.090,.110,.130,.108,.120,.097,.044
"Glass Printing",14/12/2023,500566,23z123-0,"Glass Thickness 1",.049,.055,.042,.014,.004,1.25,s1234,"CC 9",LS-1320,1234,.035,.050,.065,.050,.055,.045,.015
Tooling,11/12/2023,600526,23Z002-0,"Ceramic Length",3.104,3.112,3.090,.022,.006,2.50,S3126,20,NA-304B,1234,3.050,3.100,3.150,3.100,3.110,3.090,.030
Tooling,11/12/2023,600526,23Z002-0,"Ceramic Width",2.405,2.450,2.350,.100,.032,.46,S3126,20,NA-304B,1234,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,11/12/2023,600526,23Z002-0,"Ceramic Thickness",.265,.300,.220,.080,.027,.43,S3126,20,NA-304B,1234,.200,.250,.300,.257,.272,.241,.031
Tooling,11/12/2023,600526,23Z001-0,"Ceramic Length",3.103,3.120,3.070,.050,.015,1.06,S3126,17,NA-304B,1234,3.050,3.100,3.150,3.100,3.110,3.090,.030
"Glass Printing",08/12/2023,501243,23Z012-0,"Glass Thickness 1",.043,.046,.041,.006,.002,2.13,S1234,"A 1",LS-1320/MK,2308101,.032,.046,.059,.046,.048,.043,.014
"Glass Printing",08/12/2023,501243,23Z012-0,"Glass Thickness 2",.085,.089,.081,.008,.002,2.19,S1234,"A 1",LS-1320/MK,2308101,.071,.088,.105,.088,.101,.075,.041
Tooling,07/12/2023,600526,234567,"Ceramic Width",2.409,2.450,2.360,.090,.034,.40,B1234,20,NA-304B,er,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,07/12/2023,600526,2Y3004-1,"Ceramic Width",2.396,2.440,2.350,.090,.031,.50,S1234,20,NA-304B,dd,2.350,2.400,2.450,2.400,2.450,2.350,.030
Tooling,06/12/2023,600526,234532,"Ceramic Width",2.397,2.450,2.350,.100,.033,.48,M01224,20,NA-304B,vv,2.350,2.400,2.450,2.400,2.450,2.350,.030
